package_id,migration,operation_id,source_evidence,capability_layer,external_effect_status
00063,00063_group_ops_local_plans.sql,createGroupOpsPlan,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,getGroupOpsPlan,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,getGroupOpsWebhookDescriptor,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,listGroupOpsPlanGroupAssets,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,listGroupOpsPlanMembers,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,listGroupOpsPlanNodes,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,listGroupOpsPlans,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,pauseGroupOpsPlan,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,previewGroupOpsPlanContent,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,putGroupOpsWebhookDescriptor,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,removeGroupOpsPlanGroupAsset,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,removeGroupOpsPlanMember,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,removeGroupOpsPlanNode,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,updateGroupOpsPlan,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00063,00063_group_ops_local_plans.sql,updateGroupOpsPlanNode,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,addServicePeriodMember,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,expireServicePeriodMember,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,exportServicePeriodMembers,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,getServicePeriodMember,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,listServicePeriodMembers,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,removeServicePeriodMember,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00064,00064_service_period_members.sql,updateServicePeriodMemberFields,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00065,00065_customer_contact_policies.sql,deleteCustomerContactPolicy,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00065,00065_customer_contact_policies.sql,getCustomerContactPolicy,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00065,00065_customer_contact_policies.sql,putCustomerContactPolicy,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00066,00066_campaign_initiation_snapshots.sql,createCloudCampaignTouchPlan,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00066,00066_campaign_initiation_snapshots.sql,getCloudCampaignTouchPlan,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00066,00066_campaign_initiation_snapshots.sql,listCloudCampaignTouchPlans,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00067,00067_campaign_touch_plan_review_handoff.sql,getCloudCampaignTouchPlanRecipient,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00067,00067_campaign_touch_plan_review_handoff.sql,getCloudCampaignTouchPlanReview,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00067,00067_campaign_touch_plan_review_handoff.sql,listCloudCampaignTouchPlanRecipients,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00067,00067_campaign_touch_plan_review_handoff.sql,mutateCloudCampaignTouchPlanReview,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00068,00068_outbound_campaign_handoff_acceptance.sql,acceptOutboundCampaignHandoff,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00068,00068_outbound_campaign_handoff_acceptance.sql,getOutboundCampaignHandoffSummary,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00068,00068_outbound_campaign_handoff_acceptance.sql,reconcileOutboundCampaignHandoff,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,getSidebarMaterialThumbnailStatus,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,getSidebarWorkbench,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,listSidebarMaterials,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,listSidebarOrders,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,listSidebarPeriodicOrders,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,listSidebarQuestionnaires,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,mintSidebarContext,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,updateSidebarPeriodicRemark,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00069,00069_sidebar_customer_profile_receipts.sql,updateSidebarProfile,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00070,00070_contact_owner_reassignment.sql,createContactOwnerReassignmentPreview,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00070,00070_contact_owner_reassignment.sql,downloadContactOwnerReassignmentErrors,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00070,00070_contact_owner_reassignment.sql,downloadContactOwnerReassignmentResults,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00070,00070_contact_owner_reassignment.sql,downloadContactOwnerReassignmentTemplate,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00070,00070_contact_owner_reassignment.sql,executeContactOwnerReassignmentPreview,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00070,00070_contact_owner_reassignment.sql,getContactOwnerReassignmentPreview,docs/evidence/p4/backend-capability-ledger.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00071,00071_customer_safe_exports.sql,createCustomerSafeExport,docs/evidence/p4/customer-safe-export-local-core-v2-backend.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00071,00071_customer_safe_exports.sql,downloadCustomerSafeExport,docs/evidence/p4/customer-safe-export-local-core-v2-backend.md,V2_LOCAL_BACKEND,NOT_EXECUTED
00071,00071_customer_safe_exports.sql,getCustomerSafeExport,docs/evidence/p4/customer-safe-export-local-core-v2-backend.md,V2_LOCAL_BACKEND,NOT_EXECUTED
